,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Distance_from_centre,Othr,Shed,New,Abnorml,AdjLand,Alloca,Family,Normal
12,20,6,0.0,12968,2,0,2,0,0,0,0,Sawyer,0,0,4,6.0,5,6,58,58,5,3,7,2,0.0,3,3,4,3,3,1,5,737,1,0,175,912,4,3,1,5,0,0,912,1,0,1,0,2,1,3,0,0,2,1,1,3,2,140,0,0,0,176,0,0,0,0,12,144000,4.9649151989870015,0,0,0.0,0,0,0,0,1
13,20,6,91.0,10652,2,0,1,0,0,0,0,CollgCr,0,0,4,6.0,7,5,14,13,2,3,11,4,306.0,4,3,6,4,3,3,1,0,1,0,1494,1494,4,5,1,5,0,0,1494,0,0,2,0,3,1,4,0,1,5,2,3,3,2,160,33,0,0,0,0,0,0,0,13,279500,2.755615357369807,0,0,1.0,0,0,0,0,0
14,20,6,0.0,10920,2,0,1,0,0,1,0,NAmes,0,0,4,6.0,6,5,60,60,5,3,6,3,212.0,3,3,4,3,3,1,4,733,1,0,520,1253,4,3,1,5,0,0,1253,1,0,1,1,2,1,3,0,1,5,2,1,3,2,0,213,176,0,0,0,0,2,0,12,157000,6.7699506878762605,0,0,0.0,0,0,0,0,1
15,45,8,51.0,6120,2,0,0,0,0,1,0,BrkSide,0,0,4,1.5,7,8,91,19,2,3,5,2,0.0,3,3,2,3,3,1,1,0,1,0,832,832,4,5,1,4,0,0,854,0,0,1,0,2,1,3,0,0,2,1,2,3,2,48,112,0,0,0,0,0,4,0,13,132000,0.0578043829422743,0,0,0.0,0,0,0,0,1
16,20,6,0.0,11241,2,0,1,0,0,2,0,NAmes,0,0,4,6.0,6,7,50,50,2,3,5,3,180.0,3,3,4,3,3,1,5,578,1,0,426,1004,4,5,1,5,0,0,1004,1,0,1,0,2,1,3,0,1,5,3,2,3,2,0,0,0,0,0,0,0,0,700,10,149000,6.7699506878762605,0,1,0.0,0,0,0,0,1
17,90,6,72.0,10791,2,0,0,0,0,0,0,Sawyer,0,0,2,6.0,4,5,53,53,2,3,6,2,0.0,3,3,1,0,0,0,0,0,0,0,0,0,4,3,1,5,0,0,1296,0,0,2,0,2,2,3,0,0,1,1,2,3,2,0,0,0,0,0,0,0,0,500,14,90000,4.9649151989870015,0,1,0.0,0,0,0,0,1
18,20,6,66.0,13695,2,0,0,0,0,0,0,SawyerW,-1,0,4,6.0,5,5,16,16,2,3,11,2,0.0,3,3,6,3,3,1,6,646,1,0,468,1114,4,5,1,5,0,0,1114,1,0,1,1,3,1,4,0,0,2,1,2,3,2,0,102,0,0,0,0,0,0,0,12,159000,4.9649151989870015,0,0,0.0,0,0,0,0,1
19,20,6,70.0,7560,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,6,62,55,5,3,10,2,0.0,3,3,4,3,3,1,2,504,1,0,525,1029,4,3,1,5,0,0,1339,0,0,1,0,3,1,3,1,0,5,1,1,3,2,0,0,0,0,0,0,0,3,0,11,139000,6.7699506878762605,0,0,0.0,1,0,0,0,0
20,60,6,101.0,14215,2,0,1,0,0,1,0,NridgHt,0,0,4,7.0,8,5,15,14,2,3,11,3,380.0,4,3,6,5,3,3,1,0,1,0,1158,1158,4,5,1,5,1218,0,2376,0,0,3,1,4,1,4,0,1,6,2,3,3,2,240,154,0,0,0,0,0,0,0,14,325300,4.6240596443517665,0,0,1.0,0,0,0,0,0
21,45,8,57.0,7449,2,1,0,1,0,0,0,IDOTRR,0,0,4,1.5,7,7,90,70,2,3,5,2,0.0,3,3,6,3,3,1,1,0,1,0,637,637,4,5,1,3,0,0,1108,0,0,1,0,3,1,4,0,1,5,1,1,3,0,0,0,205,0,0,0,0,4,0,13,139400,0.5643015614419563,0,0,0.0,0,0,0,0,1
22,20,6,75.0,9742,2,0,0,0,0,0,0,CollgCr,0,0,4,6.0,8,5,18,18,5,3,11,3,281.0,4,3,6,4,3,1,1,0,1,0,1777,1777,4,5,1,5,0,0,1795,0,0,2,0,3,1,4,0,1,5,2,2,3,2,171,159,0,0,0,0,0,0,0,12,230000,2.755615357369807,0,0,0.0,0,0,0,0,1
23,120,8,44.0,4224,2,0,0,0,0,0,0,MeadowV,0,0,1,6.0,5,7,44,44,2,3,12,2,0.0,3,3,6,4,3,1,6,840,1,0,200,1040,4,3,1,5,0,0,1060,1,0,1,0,3,1,3,0,1,5,1,2,3,2,100,110,0,0,0,0,0,0,0,13,129900,0.0578043829422743,0,0,0.0,0,0,0,0,1
24,20,6,0.0,8246,2,0,1,0,0,0,0,Sawyer,0,0,4,6.0,5,8,52,19,2,3,9,2,0.0,3,4,4,3,3,2,3,188,5,668,204,1060,4,5,1,5,0,0,1060,1,0,1,0,3,1,4,0,1,5,1,1,3,2,406,90,0,0,0,0,0,3,0,10,154000,4.9649151989870015,0,0,0.0,0,0,0,0,1
25,20,6,110.0,14230,2,0,0,0,0,1,0,NridgHt,0,0,4,6.0,8,5,13,13,2,3,11,4,640.0,4,3,6,4,3,1,1,0,1,0,1566,1566,4,5,1,5,0,0,1600,0,0,2,0,3,1,4,0,1,5,2,3,3,2,0,56,0,0,0,0,0,0,0,11,256300,4.6240596443517665,0,0,0.0,0,0,0,0,1
26,20,6,60.0,7200,2,0,0,0,0,1,0,NAmes,0,0,4,6.0,5,7,69,20,2,3,5,2,0.0,3,3,4,3,3,2,4,234,3,486,180,900,4,3,1,5,0,0,900,0,1,1,0,3,1,4,0,0,2,1,2,3,2,222,32,0,0,0,0,0,0,0,10,134800,6.7699506878762605,0,0,0.0,0,0,0,0,1
27,20,6,98.0,11478,2,0,0,0,0,0,0,NridgHt,0,0,4,6.0,8,5,13,12,2,3,11,4,200.0,4,3,6,5,3,1,6,1218,1,0,486,1704,4,5,1,5,0,0,1704,1,0,2,0,3,1,4,0,1,5,2,3,3,2,0,50,0,0,0,0,0,0,0,10,306000,4.6240596443517665,0,0,0.0,0,0,0,0,1
28,20,6,47.0,16321,2,0,1,0,0,2,0,NAmes,0,0,4,6.0,5,6,63,23,2,3,6,2,0.0,3,3,4,3,3,4,4,1277,1,0,207,1484,4,3,1,5,0,0,1600,1,0,1,0,2,1,3,0,2,5,2,1,3,2,288,258,0,0,0,0,0,0,0,14,207500,6.7699506878762605,0,0,0.0,0,0,0,0,1
29,30,8,60.0,6324,2,0,1,0,0,0,0,BrkSide,-1,-1,4,6.0,4,6,93,70,2,3,6,2,0.0,3,3,2,3,3,1,1,0,1,0,520,520,4,2,0,5,0,0,520,0,0,1,0,1,1,2,0,0,2,1,1,2,2,49,0,87,0,0,0,0,0,0,12,68500,0.0578043829422743,0,0,0.0,0,0,0,0,1
30,70,2,50.0,8500,2,2,0,0,0,0,0,IDOTRR,-1,0,4,7.0,4,4,100,70,1,3,10,2,0.0,3,2,2,3,3,1,1,0,1,0,649,649,4,3,0,5,668,0,1317,0,0,1,0,3,1,3,0,0,2,1,1,3,0,0,54,172,0,0,0,0,3,0,12,40000,0.5643015614419563,0,0,0.0,0,0,0,0,1
31,20,6,0.0,8544,2,0,1,0,0,2,0,Sawyer,0,0,4,6.0,5,6,54,14,2,3,7,2,0.0,3,3,4,3,3,1,1,0,1,0,1228,1228,4,4,1,5,0,0,1228,0,0,1,1,3,1,4,0,0,5,1,1,3,2,0,65,0,0,0,0,0,3,0,12,149350,4.9649151989870015,0,0,0.0,0,0,0,0,1
32,20,6,85.0,11049,2,0,0,0,0,1,0,CollgCr,0,0,4,6.0,8,5,13,13,2,3,11,2,0.0,4,3,6,5,3,3,1,0,1,0,1234,1234,4,5,1,5,0,0,1234,0,0,2,0,3,1,4,0,0,5,2,2,3,2,0,30,0,0,0,0,0,0,0,12,179900,2.755615357369807,0,0,0.0,0,0,0,0,1
33,20,6,70.0,10552,2,0,1,0,0,0,0,NAmes,0,0,4,6.0,5,5,61,61,5,3,10,2,0.0,3,3,4,3,3,1,3,1018,1,0,380,1398,4,4,1,5,0,0,1700,0,1,1,1,4,1,4,0,1,5,2,2,3,2,0,38,0,0,0,0,0,0,0,10,165500,6.7699506878762605,0,0,0.0,0,0,0,0,1
34,120,6,60.0,7313,2,0,0,0,0,0,0,NridgHt,0,0,1,6.0,9,5,15,15,5,3,6,3,246.0,5,3,6,5,3,1,6,1153,1,0,408,1561,4,5,1,5,0,0,1561,1,0,2,0,2,1,5,0,1,5,3,2,3,2,203,47,0,0,0,0,0,0,0,13,277500,4.6240596443517665,0,0,0.0,0,0,0,0,1
35,60,6,108.0,13418,2,0,0,0,0,0,0,NridgHt,0,0,4,7.0,8,5,16,15,2,3,11,4,132.0,4,3,6,5,3,3,1,0,1,0,1117,1117,4,5,1,5,1320,0,2452,0,0,3,1,4,1,4,0,1,6,3,3,3,2,113,32,0,0,0,0,0,0,0,14,309000,4.6240596443517665,0,0,0.0,0,0,0,0,1
36,20,6,112.0,10859,2,0,0,0,0,1,0,CollgCr,0,0,4,6.0,5,5,26,25,2,3,11,2,0.0,3,3,6,4,3,1,1,0,1,0,1097,1097,4,5,1,5,0,0,1097,0,0,1,1,3,1,3,0,0,5,1,2,3,2,392,64,0,0,0,0,0,0,0,11,145000,2.755615357369807,0,0,0.0,0,0,0,0,1
37,20,6,74.0,8532,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,6,66,30,5,3,5,3,650.0,3,3,4,3,3,1,3,1213,1,0,84,1297,4,4,1,5,0,0,1297,0,1,1,0,3,1,3,0,1,5,3,2,3,2,0,0,0,0,0,0,0,0,0,11,153000,6.7699506878762605,0,0,0.0,0,0,0,0,1
38,20,6,68.0,7922,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,7,67,13,2,3,11,2,0.0,3,4,4,3,3,1,6,731,1,0,326,1057,4,3,1,5,0,0,1057,1,0,1,0,3,1,4,0,0,2,1,1,3,2,0,52,0,0,0,0,0,0,0,10,109000,6.7699506878762605,0,0,0.0,1,0,0,0,0
39,90,6,65.0,6040,2,0,0,0,0,0,0,Edwards,0,0,2,6.0,4,5,65,65,2,3,3,2,0.0,3,3,6,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,1152,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82000,5.751163919564166,0,0,0.0,0,1,0,0,0
40,20,6,84.0,8658,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,5,55,55,2,3,5,3,101.0,3,3,4,3,3,1,3,643,1,0,445,1088,4,5,1,5,0,0,1324,0,0,2,0,3,1,3,0,1,5,2,2,3,2,0,138,0,0,0,0,0,2,0,14,160000,6.7699506878762605,0,0,0.0,1,0,0,0,0
41,20,6,115.0,16905,2,0,0,0,0,0,0,Timber,0,0,4,6.0,5,6,61,61,2,3,11,2,0.0,3,4,4,3,3,4,4,967,1,0,383,1350,4,4,1,5,0,0,1328,0,1,1,1,2,1,3,0,2,5,2,1,3,1,0,104,0,0,0,0,0,0,0,13,170000,3.9862182757186897,0,0,0.0,0,0,0,0,1
42,85,6,0.0,9180,2,0,1,0,0,2,0,SawyerW,0,0,4,2.0,5,7,37,37,2,3,7,2,0.0,3,3,4,4,3,3,5,747,2,93,0,840,4,4,1,5,0,0,884,1,0,1,0,2,1,4,0,0,5,2,2,3,2,240,0,0,0,0,0,0,3,0,13,144000,4.9649151989870015,0,0,0.0,0,0,0,0,1
43,20,6,0.0,9200,2,0,1,0,0,2,0,CollgCr,0,0,4,6.0,5,6,45,40,5,3,11,2,0.0,3,3,4,4,3,3,2,280,4,491,167,938,4,3,1,5,0,0,938,1,0,1,0,3,1,3,0,0,2,1,1,3,2,145,0,0,0,0,0,0,3,0,12,130250,2.755615357369807,0,0,0.0,0,0,0,0,1
44,20,6,70.0,7945,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,6,61,61,2,3,10,2,0.0,3,3,4,3,3,1,5,179,4,506,465,1150,4,5,1,4,0,0,1150,1,0,1,0,3,1,3,0,0,5,2,1,3,2,0,0,0,0,0,0,0,0,0,14,141000,6.7699506878762605,0,0,0.0,0,0,0,0,1
45,120,6,61.0,7658,2,0,0,0,0,0,0,NridgHt,0,0,1,6.0,9,5,15,15,5,3,6,3,412.0,5,3,6,5,3,1,6,456,1,0,1296,1752,4,5,1,5,0,0,1752,1,0,2,0,2,1,5,0,1,5,2,2,3,2,196,82,0,0,0,0,0,0,0,10,319900,4.6240596443517665,0,0,0.0,0,0,0,0,1
46,50,6,48.0,12822,2,0,1,0,0,2,0,Mitchel,0,0,4,3.0,7,5,17,17,2,3,11,2,0.0,4,3,6,5,3,1,6,1351,1,0,83,1434,4,5,1,5,631,0,2149,1,0,1,1,1,1,4,0,1,5,2,2,3,2,168,43,0,0,198,0,0,0,0,11,239686,4.209013064802914,0,0,0.0,1,0,0,0,0
47,20,3,84.0,11096,2,0,0,0,0,0,0,Somerst,0,0,4,6.0,8,5,14,14,2,3,11,2,0.0,4,3,6,4,3,3,6,24,1,0,1632,1656,4,5,1,5,0,0,1656,0,0,2,0,3,1,4,0,0,5,2,3,3,2,0,146,0,0,0,0,0,0,0,13,249700,3.180007592445369,0,0,0.0,0,0,0,0,1
48,190,8,33.0,4456,2,0,0,0,0,0,0,OldTown,0,0,3,7.0,4,5,100,12,2,3,6,2,0.0,3,3,2,3,3,1,1,0,1,0,736,736,4,4,1,5,716,0,1452,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,11,113000,189.7950336411289,0,0,1.0,0,0,0,0,0
49,20,6,66.0,7742,2,0,0,0,0,0,0,Sawyer,0,0,4,6.0,5,7,54,54,2,3,7,2,0.0,3,3,4,3,3,1,4,763,1,0,192,955,4,5,1,5,0,0,955,1,0,1,0,3,1,3,0,0,5,1,1,3,2,0,0,0,0,0,0,0,3,0,13,127000,4.9649151989870015,0,0,0.0,0,0,0,0,1
50,60,6,0.0,13869,2,0,2,0,0,1,0,Gilbert,0,0,4,7.0,6,6,23,23,2,3,11,2,0.0,3,3,6,4,3,3,6,182,1,0,612,794,4,4,1,5,676,0,1470,0,1,2,0,3,1,3,0,0,5,3,2,3,2,0,75,0,0,0,0,0,0,0,13,177000,9.346368846857985,0,0,0.0,0,0,0,0,1
51,50,8,52.0,6240,2,0,0,0,0,0,0,BrkSide,0,0,4,3.0,6,6,86,70,2,3,5,2,0.0,3,3,6,3,3,1,1,0,1,0,816,816,4,3,1,5,0,360,1176,0,0,1,0,3,1,3,0,1,2,1,2,3,2,112,0,0,0,0,0,0,3,400,14,114500,0.0578043829422743,0,1,0.0,0,0,0,0,1
52,90,8,110.0,8472,1,0,2,1,0,1,1,IDOTRR,-1,0,2,6.0,5,5,57,57,2,3,5,2,0.0,2,3,4,4,3,4,2,104,6,712,0,816,4,3,0,5,0,0,816,1,0,1,0,2,1,3,0,0,1,1,2,3,2,106,0,0,0,0,0,0,0,0,10,110000,0.5643015614419563,0,0,0.0,0,0,0,0,1
53,20,6,68.0,50271,2,0,1,3,0,0,0,Veenker,0,0,4,6.0,9,5,39,33,2,6,8,2,0.0,4,3,4,5,3,4,6,1810,1,0,32,1842,4,4,1,5,0,0,1842,2,0,0,1,0,1,4,0,1,5,3,3,3,2,857,72,0,0,0,0,0,0,0,14,385000,3.0445438854681224,0,0,0.0,0,0,0,0,1
54,80,6,60.0,7134,2,0,0,1,0,0,1,NAmes,0,0,4,4.0,5,5,65,65,2,3,6,2,0.0,3,3,4,3,3,1,5,384,1,0,0,384,4,3,1,5,0,0,1360,0,0,1,0,3,1,3,1,1,2,1,2,3,2,0,50,0,0,0,0,0,3,0,13,130000,6.7699506878762605,0,0,0.0,0,0,0,0,1
55,20,6,100.0,10175,2,0,1,0,0,0,0,NAmes,0,0,4,6.0,6,5,56,56,2,3,7,3,272.0,3,3,4,3,3,1,4,490,1,0,935,1425,4,4,1,5,0,0,1425,0,0,2,0,3,1,3,0,1,5,2,2,3,2,0,0,0,407,0,0,0,0,0,12,180500,6.7699506878762605,0,0,0.0,0,0,0,0,1
56,160,3,24.0,2645,2,2,0,0,0,0,0,Somerst,0,0,0,7.0,8,5,21,20,2,3,6,3,456.0,4,3,6,4,3,1,6,649,1,0,321,970,4,5,1,5,756,0,1739,1,0,2,1,3,1,4,0,0,5,3,2,3,2,115,0,0,0,0,0,0,0,0,11,172500,3.180007592445369,0,0,0.0,1,0,0,0,0
57,60,6,89.0,11645,2,0,1,0,0,1,0,CollgCr,0,0,4,7.0,7,5,16,16,2,3,11,2,0.0,4,3,6,4,3,1,1,0,1,0,860,860,4,5,1,5,860,0,1720,0,0,2,1,3,1,4,0,0,5,2,2,3,2,0,70,0,0,0,0,0,0,0,14,196500,2.755615357369807,0,0,0.0,0,0,0,0,1
58,60,6,66.0,13682,2,0,2,2,0,2,0,StoneBr,0,0,4,7.0,10,5,14,14,5,3,11,3,1031.0,5,3,6,5,3,4,1,0,1,0,1410,1410,4,5,1,5,1519,0,2945,0,0,3,1,3,1,4,0,1,6,3,3,3,2,192,0,37,0,0,0,0,0,0,14,438780,4.054695471861146,0,0,1.0,0,0,0,0,0
59,20,6,60.0,7200,2,0,0,1,0,0,0,CollgCr,0,0,4,6.0,5,7,48,48,2,3,7,2,0.0,3,3,4,3,3,3,5,632,1,0,148,780,4,5,1,5,0,0,780,0,0,1,0,2,1,3,0,0,2,1,1,3,2,196,0,0,0,0,0,0,3,0,12,124900,2.755615357369807,0,0,0.0,0,0,0,0,1
60,20,6,63.0,13072,2,0,0,0,0,0,0,SawyerW,-1,0,4,6.0,6,5,16,16,2,3,11,2,0.0,3,3,6,4,3,1,5,941,1,0,217,1158,4,5,1,5,0,0,1158,1,0,1,1,3,1,4,0,0,2,1,2,3,2,0,50,0,0,0,0,0,0,0,14,158000,4.9649151989870015,0,0,1.0,0,0,0,0,0
61,75,8,60.0,7200,2,0,0,0,0,0,0,IDOTRR,0,0,4,7.5,5,7,100,24,2,3,6,2,0.0,3,3,2,3,2,1,1,0,1,0,530,530,4,3,0,5,530,0,1111,0,0,1,0,3,1,2,0,0,2,1,1,3,0,0,0,144,0,0,0,0,0,0,13,101000,0.5643015614419563,0,0,0.0,0,0,0,0,1
62,120,6,44.0,6442,2,0,1,0,0,0,0,NridgHt,0,0,1,6.0,8,5,14,14,2,3,11,4,178.0,4,3,6,4,4,2,6,24,1,0,1346,1370,4,5,1,5,0,0,1370,0,0,2,0,2,1,4,0,1,5,2,2,3,2,120,49,0,0,0,0,0,0,0,13,202500,4.6240596443517665,0,0,0.0,0,0,0,0,1
63,70,8,50.0,10300,2,0,1,1,0,0,0,OldTown,-1,-1,4,7.0,7,6,99,70,2,3,4,2,0.0,3,3,2,3,3,1,1,0,1,0,576,576,4,4,1,5,808,0,1710,0,0,2,0,3,1,3,0,0,2,1,2,3,2,12,11,64,0,0,0,0,4,0,10,140000,189.7950336411289,0,0,0.0,0,0,0,0,1
64,60,6,0.0,9375,2,0,0,0,0,0,0,CollgCr,0,0,4,7.0,7,5,23,22,2,3,11,3,573.0,3,3,6,4,3,1,6,739,1,0,318,1057,4,5,1,5,977,0,2034,1,0,2,1,3,1,4,0,0,5,2,2,3,2,576,36,0,0,0,0,0,4,0,11,219500,2.755615357369807,0,0,0.0,0,0,0,0,1
65,60,6,76.0,9591,2,0,0,0,0,0,0,NridgHt,0,0,4,7.0,8,5,16,15,2,3,11,3,344.0,4,3,6,5,3,3,1,0,1,0,1143,1143,4,5,1,5,1330,0,2473,0,0,2,1,4,1,4,0,1,6,2,3,3,2,192,151,0,0,0,0,0,0,0,13,317000,4.6240596443517665,0,0,0.0,0,0,0,0,1
66,20,6,0.0,19900,2,0,0,0,0,0,0,NAmes,1,0,4,6.0,7,5,50,31,2,3,9,3,287.0,3,3,4,4,3,4,6,912,1,0,1035,1947,4,3,1,5,0,0,2207,1,0,2,0,3,1,3,1,1,5,2,2,3,2,301,0,0,0,0,0,0,0,0,10,180000,6.7699506878762605,0,0,0.0,0,0,0,0,1
67,20,6,72.0,10665,2,0,1,0,0,0,0,CollgCr,0,0,4,6.0,7,5,17,17,2,3,11,3,167.0,4,3,6,4,3,3,6,1013,1,0,440,1453,4,5,1,5,0,0,1479,1,0,2,0,3,1,4,0,0,5,2,2,3,2,144,29,0,0,0,0,0,0,0,13,226000,2.755615357369807,0,0,0.0,0,0,0,0,1
68,30,8,47.0,4608,2,0,0,0,0,1,0,OldTown,-1,0,4,6.0,4,6,75,70,2,3,6,2,0.0,3,4,4,3,3,1,1,0,1,0,747,747,4,3,1,5,0,0,747,0,0,1,0,2,1,3,0,0,5,1,1,3,2,0,0,0,0,0,0,0,0,0,10,80000,189.7950336411289,0,0,0.0,0,0,0,0,1
69,50,6,81.0,15593,2,0,0,0,0,1,0,ClearCr,0,0,4,3.0,7,4,67,67,2,3,10,2,0.0,4,3,4,3,3,1,4,603,1,0,701,1304,3,3,1,5,983,0,2287,0,0,2,0,3,1,3,0,1,5,3,2,3,2,0,21,114,0,0,0,0,0,0,14,225000,29.58123404832435,0,0,0.0,0,0,0,0,1
70,20,6,95.0,13651,2,0,1,0,0,0,0,NAmes,0,0,4,6.0,7,6,47,47,2,3,9,3,1115.0,3,4,4,4,3,4,5,1880,1,0,343,2223,4,5,1,5,0,0,2223,1,0,2,0,3,1,3,0,2,5,3,2,3,2,300,0,0,0,0,0,0,0,0,13,244000,6.7699506878762605,0,0,0.0,0,0,0,0,1
